"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate
	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Wednesday"	"4"	407	Not Applicable	Not Applicable
	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Thursday"	"5"	401	Not Applicable	Not Applicable
	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Friday"	"6"	390	Not Applicable	Not Applicable
	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Saturday"	"7"	284	Not Applicable	Not Applicable
	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Sunday"	"1"	360	Not Applicable	Not Applicable
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Monday"	"2"	317	Not Applicable	Not Applicable
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Tuesday"	"3"	334	Not Applicable	Not Applicable
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Wednesday"	"4"	353	Not Applicable	Not Applicable
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Thursday"	"5"	314	Not Applicable	Not Applicable
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Friday"	"6"	288	Not Applicable	Not Applicable
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Saturday"	"7"	362	Not Applicable	Not Applicable
	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Sunday"	"1"	283	Not Applicable	Not Applicable
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Monday"	"2"	465	Not Applicable	Not Applicable
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Tuesday"	"3"	394	Not Applicable	Not Applicable
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Wednesday"	"4"	430	Not Applicable	Not Applicable
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Thursday"	"5"	310	Not Applicable	Not Applicable
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Friday"	"6"	293	Not Applicable	Not Applicable
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Saturday"	"7"	308	Not Applicable	Not Applicable
	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Sunday"	"1"	327	Not Applicable	Not Applicable
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Monday"	"2"	330	Not Applicable	Not Applicable
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Tuesday"	"3"	331	Not Applicable	Not Applicable
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Wednesday"	"4"	345	Not Applicable	Not Applicable
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Thursday"	"5"	387	Not Applicable	Not Applicable
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Friday"	"6"	378	Not Applicable	Not Applicable
	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Saturday"	"7"	315	Not Applicable	Not Applicable
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Sunday"	"1"	340	Not Applicable	Not Applicable
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Monday"	"2"	369	Not Applicable	Not Applicable
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Tuesday"	"3"	330	Not Applicable	Not Applicable
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Wednesday"	"4"	331	Not Applicable	Not Applicable
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Thursday"	"5"	301	Not Applicable	Not Applicable
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Friday"	"6"	304	Not Applicable	Not Applicable
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Saturday"	"7"	360	Not Applicable	Not Applicable
	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Sunday"	"1"	320	Not Applicable	Not Applicable
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Monday"	"2"	371	Not Applicable	Not Applicable
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Tuesday"	"3"	461	Not Applicable	Not Applicable
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Wednesday"	"4"	438	Not Applicable	Not Applicable
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Thursday"	"5"	406	Not Applicable	Not Applicable
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Friday"	"6"	354	Not Applicable	Not Applicable
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Saturday"	"7"	293	Not Applicable	Not Applicable
	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Sunday"	"1"	320	Not Applicable	Not Applicable
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Monday"	"2"	377	Not Applicable	Not Applicable
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Tuesday"	"3"	359	Not Applicable	Not Applicable
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Wednesday"	"4"	319	Not Applicable	Not Applicable
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Thursday"	"5"	302	Not Applicable	Not Applicable
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Friday"	"6"	351	Not Applicable	Not Applicable
	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Saturday"	"7"	310	Not Applicable	Not Applicable
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Sunday"	"1"	402	Not Applicable	Not Applicable
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Monday"	"2"	382	Not Applicable	Not Applicable
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Tuesday"	"3"	361	Not Applicable	Not Applicable
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Wednesday"	"4"	355	Not Applicable	Not Applicable
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Thursday"	"5"	338	Not Applicable	Not Applicable
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Friday"	"6"	365	Not Applicable	Not Applicable
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Saturday"	"7"	328	Not Applicable	Not Applicable
	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Sunday"	"1"	336	Not Applicable	Not Applicable
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Monday"	"2"	521	Not Applicable	Not Applicable
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Tuesday"	"3"	477	Not Applicable	Not Applicable
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Wednesday"	"4"	377	Not Applicable	Not Applicable
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Thursday"	"5"	321	Not Applicable	Not Applicable
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Friday"	"6"	335	Not Applicable	Not Applicable
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Saturday"	"7"	307	Not Applicable	Not Applicable
	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"May, 2002"	"2002/05"	"Sunday"	"1"	308	Not Applicable	Not Applicable
	"2002"	"2002"	"May, 2002"	"2002/05"	"Monday"	"2"	381	Not Applicable	Not Applicable
	"2002"	"2002"	"May, 2002"	"2002/05"	"Tuesday"	"3"	380	Not Applicable	Not Applicable
	"2002"	"2002"	"May, 2002"	"2002/05"	"Wednesday"	"4"	434	Not Applicable	Not Applicable
	"2002"	"2002"	"May, 2002"	"2002/05"	"Thursday"	"5"	431	Not Applicable	Not Applicable
	"2002"	"2002"	"May, 2002"	"2002/05"	"Friday"	"6"	435	Not Applicable	Not Applicable
	"2002"	"2002"	"May, 2002"	"2002/05"	"Saturday"	"7"	315	Not Applicable	Not Applicable
	"2002"	"2002"	"May, 2002"	"2002/05"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Sunday"	"1"	407	Not Applicable	Not Applicable
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Monday"	"2"	389	Not Applicable	Not Applicable
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Tuesday"	"3"	352	Not Applicable	Not Applicable
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Wednesday"	"4"	339	Not Applicable	Not Applicable
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Thursday"	"5"	337	Not Applicable	Not Applicable
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Friday"	"6"	297	Not Applicable	Not Applicable
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Saturday"	"7"	397	Not Applicable	Not Applicable
	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Sunday"	"1"	334	Not Applicable	Not Applicable
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Monday"	"2"	475	Not Applicable	Not Applicable
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Tuesday"	"3"	482	Not Applicable	Not Applicable
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Wednesday"	"4"	468	Not Applicable	Not Applicable
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Thursday"	"5"	338	Not Applicable	Not Applicable
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Friday"	"6"	330	Not Applicable	Not Applicable
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Saturday"	"7"	311	Not Applicable	Not Applicable
	"2002"	"2002"	"Jul., 2002"	"2002/07"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Sunday"	"1"	314	Not Applicable	Not Applicable
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Monday"	"2"	418	Not Applicable	Not Applicable
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Tuesday"	"3"	391	Not Applicable	Not Applicable
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Wednesday"	"4"	353	Not Applicable	Not Applicable
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Thursday"	"5"	447	Not Applicable	Not Applicable
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Friday"	"6"	391	Not Applicable	Not Applicable
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Saturday"	"7"	403	Not Applicable	Not Applicable
	"2002"	"2002"	"Aug., 2002"	"2002/08"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Sunday"	"1"	416	Not Applicable	Not Applicable
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Monday"	"2"	457	Not Applicable	Not Applicable
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Tuesday"	"3"	362	Not Applicable	Not Applicable
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Wednesday"	"4"	386	Not Applicable	Not Applicable
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Thursday"	"5"	336	Not Applicable	Not Applicable
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Friday"	"6"	352	Not Applicable	Not Applicable
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Saturday"	"7"	269	Not Applicable	Not Applicable
	"2002"	"2002"	"Sep., 2002"	"2002/09"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Sunday"	"1"	296	Not Applicable	Not Applicable
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Monday"	"2"	366	Not Applicable	Not Applicable
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Tuesday"	"3"	394	Not Applicable	Not Applicable
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Wednesday"	"4"	390	Not Applicable	Not Applicable
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Thursday"	"5"	407	Not Applicable	Not Applicable
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Friday"	"6"	312	Not Applicable	Not Applicable
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Saturday"	"7"	334	Not Applicable	Not Applicable
	"2002"	"2002"	"Oct., 2002"	"2002/10"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Sunday"	"1"	304	Not Applicable	Not Applicable
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Monday"	"2"	350	Not Applicable	Not Applicable
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Tuesday"	"3"	344	Not Applicable	Not Applicable
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Wednesday"	"4"	324	Not Applicable	Not Applicable
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Thursday"	"5"	299	Not Applicable	Not Applicable
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Friday"	"6"	416	Not Applicable	Not Applicable
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Saturday"	"7"	359	Not Applicable	Not Applicable
	"2002"	"2002"	"Nov., 2002"	"2002/11"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Sunday"	"1"	362	Not Applicable	Not Applicable
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Monday"	"2"	408	Not Applicable	Not Applicable
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Tuesday"	"3"	398	Not Applicable	Not Applicable
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Wednesday"	"4"	290	Not Applicable	Not Applicable
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Thursday"	"5"	308	Not Applicable	Not Applicable
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Friday"	"6"	295	Not Applicable	Not Applicable
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Saturday"	"7"	293	Not Applicable	Not Applicable
	"2002"	"2002"	"Dec., 2002"	"2002/12"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Sunday"	"1"	332	Not Applicable	Not Applicable
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Monday"	"2"	404	Not Applicable	Not Applicable
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Tuesday"	"3"	322	Not Applicable	Not Applicable
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Wednesday"	"4"	418	Not Applicable	Not Applicable
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Thursday"	"5"	423	Not Applicable	Not Applicable
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Friday"	"6"	408	Not Applicable	Not Applicable
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Saturday"	"7"	314	Not Applicable	Not Applicable
	"2003"	"2003"	"Jan., 2003"	"2003/01"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Sunday"	"1"	306	Not Applicable	Not Applicable
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Monday"	"2"	342	Not Applicable	Not Applicable
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Tuesday"	"3"	307	Not Applicable	Not Applicable
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Wednesday"	"4"	357	Not Applicable	Not Applicable
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Thursday"	"5"	311	Not Applicable	Not Applicable
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Friday"	"6"	313	Not Applicable	Not Applicable
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Saturday"	"7"	282	Not Applicable	Not Applicable
	"2003"	"2003"	"Feb., 2003"	"2003/02"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Sunday"	"1"	420	Not Applicable	Not Applicable
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Monday"	"2"	468	Not Applicable	Not Applicable
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Tuesday"	"3"	369	Not Applicable	Not Applicable
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Wednesday"	"4"	363	Not Applicable	Not Applicable
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Thursday"	"5"	347	Not Applicable	Not Applicable
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Friday"	"6"	346	Not Applicable	Not Applicable
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Saturday"	"7"	386	Not Applicable	Not Applicable
	"2003"	"2003"	"Mar., 2003"	"2003/03"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Sunday"	"1"	288	Not Applicable	Not Applicable
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Monday"	"2"	358	Not Applicable	Not Applicable
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Tuesday"	"3"	473	Not Applicable	Not Applicable
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Wednesday"	"4"	444	Not Applicable	Not Applicable
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Thursday"	"5"	357	Not Applicable	Not Applicable
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Friday"	"6"	321	Not Applicable	Not Applicable
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Saturday"	"7"	317	Not Applicable	Not Applicable
	"2003"	"2003"	"Apr., 2003"	"2003/04"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"May, 2003"	"2003/05"	"Sunday"	"1"	296	Not Applicable	Not Applicable
	"2003"	"2003"	"May, 2003"	"2003/05"	"Monday"	"2"	366	Not Applicable	Not Applicable
	"2003"	"2003"	"May, 2003"	"2003/05"	"Tuesday"	"3"	376	Not Applicable	Not Applicable
	"2003"	"2003"	"May, 2003"	"2003/05"	"Wednesday"	"4"	381	Not Applicable	Not Applicable
	"2003"	"2003"	"May, 2003"	"2003/05"	"Thursday"	"5"	431	Not Applicable	Not Applicable
	"2003"	"2003"	"May, 2003"	"2003/05"	"Friday"	"6"	434	Not Applicable	Not Applicable
	"2003"	"2003"	"May, 2003"	"2003/05"	"Saturday"	"7"	427	Not Applicable	Not Applicable
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Sunday"	"1"	433	Not Applicable	Not Applicable
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Monday"	"2"	517	Not Applicable	Not Applicable
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Tuesday"	"3"	343	Not Applicable	Not Applicable
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Wednesday"	"4"	398	Not Applicable	Not Applicable
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Thursday"	"5"	331	Not Applicable	Not Applicable
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Friday"	"6"	358	Not Applicable	Not Applicable
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Saturday"	"7"	363	Not Applicable	Not Applicable
	"2003"	"2003"	"Jun., 2003"	"2003/06"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Sunday"	"1"	347	Not Applicable	Not Applicable
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Monday"	"2"	377	Not Applicable	Not Applicable
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Tuesday"	"3"	455	Not Applicable	Not Applicable
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Wednesday"	"4"	432	Not Applicable	Not Applicable
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Thursday"	"5"	440	Not Applicable	Not Applicable
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Friday"	"6"	330	Not Applicable	Not Applicable
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Saturday"	"7"	323	Not Applicable	Not Applicable
	"2003"	"2003"	"Jul., 2003"	"2003/07"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Sunday"	"1"	421	Not Applicable	Not Applicable
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Monday"	"2"	347	Not Applicable	Not Applicable
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Tuesday"	"3"	369	Not Applicable	Not Applicable
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Wednesday"	"4"	342	Not Applicable	Not Applicable
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Thursday"	"5"	362	Not Applicable	Not Applicable
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Friday"	"6"	401	Not Applicable	Not Applicable
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Saturday"	"7"	392	Not Applicable	Not Applicable
	"2003"	"2003"	"Aug., 2003"	"2003/08"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Sunday"	"1"	333	Not Applicable	Not Applicable
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Monday"	"2"	461	Not Applicable	Not Applicable
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Tuesday"	"3"	452	Not Applicable	Not Applicable
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Wednesday"	"4"	315	Not Applicable	Not Applicable
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Thursday"	"5"	318	Not Applicable	Not Applicable
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Friday"	"6"	295	Not Applicable	Not Applicable
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Saturday"	"7"	293	Not Applicable	Not Applicable
	"2003"	"2003"	"Sep., 2003"	"2003/09"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Sunday"	"1"	305	Not Applicable	Not Applicable
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Monday"	"2"	363	Not Applicable	Not Applicable
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Tuesday"	"3"	317	Not Applicable	Not Applicable
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Wednesday"	"4"	411	Not Applicable	Not Applicable
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Thursday"	"5"	378	Not Applicable	Not Applicable
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Friday"	"6"	437	Not Applicable	Not Applicable
	"2003"	"2003"	"Oct., 2003"	"2003/10"	"Saturday"	"7"	263	Not Applicable	Not Applicable
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Sunday"	"1"	402	Not Applicable	Not Applicable
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Monday"	"2"	348	Not Applicable	Not Applicable
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Tuesday"	"3"	343	Not Applicable	Not Applicable
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Wednesday"	"4"	346	Not Applicable	Not Applicable
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Thursday"	"5"	303	Not Applicable	Not Applicable
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Friday"	"6"	281	Not Applicable	Not Applicable
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Saturday"	"7"	382	Not Applicable	Not Applicable
	"2003"	"2003"	"Nov., 2003"	"2003/11"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Sunday"	"1"	301	Not Applicable	Not Applicable
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Monday"	"2"	409	Not Applicable	Not Applicable
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Tuesday"	"3"	415	Not Applicable	Not Applicable
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Wednesday"	"4"	374	Not Applicable	Not Applicable
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Thursday"	"5"	278	Not Applicable	Not Applicable
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Friday"	"6"	282	Not Applicable	Not Applicable
	"2003"	"2003"	"Dec., 2003"	"2003/12"	"Saturday"	"7"	263	Not Applicable	Not Applicable
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Sunday"	"1"	313	Not Applicable	Not Applicable
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Monday"	"2"	356	Not Applicable	Not Applicable
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Tuesday"	"3"	336	Not Applicable	Not Applicable
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Wednesday"	"4"	282	Not Applicable	Not Applicable
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Thursday"	"5"	434	Not Applicable	Not Applicable
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Friday"	"6"	431	Not Applicable	Not Applicable
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Saturday"	"7"	378	Not Applicable	Not Applicable
	"2004"	"2004"	"Jan., 2004"	"2004/01"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Sunday"	"1"	406	Not Applicable	Not Applicable
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Monday"	"2"	420	Not Applicable	Not Applicable
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Tuesday"	"3"	336	Not Applicable	Not Applicable
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Wednesday"	"4"	344	Not Applicable	Not Applicable
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Thursday"	"5"	320	Not Applicable	Not Applicable
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Friday"	"6"	321	Not Applicable	Not Applicable
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Saturday"	"7"	276	Not Applicable	Not Applicable
	"2004"	"2004"	"Feb., 2004"	"2004/02"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Sunday"	"1"	337	Not Applicable	Not Applicable
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Monday"	"2"	502	Not Applicable	Not Applicable
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Tuesday"	"3"	462	Not Applicable	Not Applicable
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Wednesday"	"4"	434	Not Applicable	Not Applicable
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Thursday"	"5"	357	Not Applicable	Not Applicable
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Friday"	"6"	343	Not Applicable	Not Applicable
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Saturday"	"7"	321	Not Applicable	Not Applicable
	"2004"	"2004"	"Mar., 2004"	"2004/03"	"Unknown"	"9"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Sunday"	"1"	334	Not Applicable	Not Applicable
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Monday"	"2"	379	Not Applicable	Not Applicable
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Tuesday"	"3"	343	Not Applicable	Not Applicable
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Wednesday"	"4"	381	Not Applicable	Not Applicable
	"2004"	"2004"	"Apr., 2004"	"2004/04"	"Thursday"	"5"	443	Not Applicable	Not Applicable
